GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
RP11-210M15.2	5.0465	3.7933	5.2705	6.2795	3.6063	3.9826	4.5188	3.6789	4.8353	5.9776
RP11-212P7.2	8.7413	7.9346	7.1235	7.6957	7.458	7.4278	8.5654	9.4235	8.7113	8.8818
RP11-214K3.19	4.5192	5.3655	7.851	7.1438	6.1964	4.755	4.0251	4.1878	5.2597	4.0457
RP11-214K3.20	5.7281	3.5969	4.9627	7.9045	4.1335	5.1145	4.8697	4.8662	2.9418	7.2122
RP11-214N1.1	4.7892	6.2213	6.4119	6.3034	4.4263	5.0502	6.0578	4.1476	5.0726	3.3366
RP11-214N9.1	6.5206	5.9117	6.9869	6.5239	4.5492	4.6459	5.7322	6.2672	5.6322	5.9626
RP11-215E13.2	6.7087	6.2954	6.6178	6.2783	5.5231	5.8735	5.8942	6.8608	5.858	7.7906
RP11-215H22.1	5.1141	4.4644	3.9727	7.0652	4.4526	5.8847	5.3291	2.9165	2.5377	6.3137
RP11-216L13.19	7.3978	7.8505	7.2214	7.9676	7.3809	5.979	7.8346	7.9216	7.4204	8.07
RP11-217B1.2	5.8637	5.818	7.9153	7.0799	4.0136	6.3601	3.986	4.7275	4.7555	6.4731
RP11-217B7.2	5.1584	4.9515	5.2091	8.1962	5.8938	5.437	5.1496	4.6456	4.5154	5.0733
RP11-218C14.8	6.0324	5.8283	7.1875	8.3962	4.5112	6.2316	5.6638	4.8366	4.2972	5.2214
RP11-218F4.1	5.6095	6.1489	7.9473	8.3698	5.4635	5.4195	6.5208	5.5137	5.4051	6.2045
RP11-218I7.2	5.6287	5.4386	4.6303	7.6746	4.9178	4.6659	6.3666	3.8034	4.3117	3.7003
RP11-219B4.3	5.6905	6.9213	7.9365	6.7571	5.6338	6.6375	6.4447	5.1703	5.1923	7.3681
RP11-21G15.1	4.7193	5.1147	5.4287	7.2935	4.236	4.3865	4.7051	5.758	3.9829	5.7149
RP11-21L23.2	5.4794	4.9008	6.1	8.3675	4.957	5.9833	4.9988	5.4843	3.0126	5.7501
RP11-220I1.5	4.299	3.0739	7.1698	4.9565	5.1547	5.8425	3.9583	3.7796	2.927	6.7339
RP11-222K16.1	5.4013	4.6041	5.504	8.0256	5.386	5.1063	4.7756	5.7415	2.9626	6.7634
RP11-225H22.4	5.3489	4.2368	5.6783	6.7216	3.4675	5.0162	3.3896	3.4007	2.2238	4.4451
RP11-226L15.5	7.4913	4.0132	7.1435	6.8413	5.4271	7.0767	4.943	7.8231	6.9908	7.6091
RP11-227D13.1	5.4708	5.3863	5.8678	7.7245	5.0856	4.4545	4.1529	4.1348	4.0616	6.719
RP11-231C18.1	5.8345	6.1285	6.0535	7.3161	6.4393	5.9018	6.0061	4.4631	4.6575	6.0628
RP11-231E19.1	6.8595	6.9606	6.6328	8.47	6.1485	6.4825	7.2103	6.2401	5.6277	7.0334
RP11-235E17.4	4.1172	4.0146	7.6858	8.7591	3.5429	4.8431	4.0685	3.6211	4.3936	4.7446
RP11-245J9.5	6.9931	4.9119	5.0283	5.5873	6.105	5.9583	4.6102	6.358	4.9701	7.1881
RP11-245P10.8	3.9535	4.7353	6.2513	6.1323	3.8129	5.5569	4.5343	3.1969	4.046	3.3939
RP11-247L20.4	7.9303	8.584	7.0174	6.8272	7.2391	9.0309	7.6384	10.449	9.0303	8.2985
RP11-248J18.2	6.6214	7.0485	7.3214	7.4205	6.7144	7.2144	4.845	7.3223	7.7278	6.6511
RP11-248J18.3	9.432	9.9228	9.6713	10.4724	8.5093	8.7962	10.8219	9.0172	8.9907	8.9952
RP11-24D15.1	5.3454	5.4575	4.4151	5.9543	5.9422	3.9644	6.306	5.0004	4.7648	6.2929
RP11-24P14.1	5.7637	5.1473	5.5427	7.0732	3.1181	6.131	4.7093	3.5927	4.6001	4.4566
RP11-250B2.3	5.198	6.1164	7.5759	7.9565	4.6022	4.4916	3.0628	3.0033	3.4642	4.0861
RP11-250B2.6	5.3826	6.4145	3.9047	7.7715	4.1955	5.9305	3.466	5.1811	5.8724	6.1963
RP11-251G23.5	6.7234	6.4502	7.7591	6.7634	4.6585	6.6601	5.2233	4.1016	6.0687	6.2037
RP11-252E2.1	5.2177	6.1897	7.5861	6.6048	5.4526	6.33	7.0013	7.228	7.9295	7.1783
RP11-254F7.1	4.9375	3.0308	6.9942	6.0363	3.1406	4.4708	4.2809	3.8423	2.7057	5.9258
RP11-255A11.4	4.9415	5.8106	6.5654	7.2751	2.5745	4.0687	5.0744	3.5932	2.9062	4.0149
RP11-255C15.3	5.8478	6.0913	7.2941	6.3017	7.2881	6.3057	6.3022	5.2145	6.2071	5.4221
RP11-255C15.4	8.7902	8.5047	8.267	8.8807	8.2757	8.1926	8.0171	7.5401	8.0236	7.2604
RP11-255P5.2	6.2526	4.8293	5.7025	5.7524	4.3309	3.9826	5.0305	4.0432	1.6084	5.5163
RP11-257I14.1	5.124	4.1346	6.4308	8.5323	4.7222	5.7207	4.998	6.2485	4.2871	6.2951
RP11-258C19.7	7.4015	5.3295	5.8236	8.296	7.4586	7.0848	5.6847	8.9597	8.0959	8.9019
RP11-259G18.1	4.2129	4.546	6.7274	6.6921	5.9333	5.6645	4.8797	2.8133	2.3156	5.2982
RP11-25I15.3	7.2599	6.5563	8.0012	6.5738	6.5025	6.3131	7.5879	6.8651	6.1527	7.227
RP11-263K19.4	5.5659	6.0734	7.9168	7.8002	5.9891	5.0755	5.7493	3.3634	4.3763	5.7387
RP11-263K4.3	4.6398	5.9465	4.0456	5.5714	3.9577	4.6641	5.3247	5.2471	5.1202	6.6582
RP11-266A24.1	4.7462	4.8618	5.6785	8.2445	4.3066	4.2871	4.8292	6.8254	6.383	7.6453
RP11-266L9.1	4.9401	4.5487	5.5087	7.7675	3.9395	5.2246	5.6912	2.8795	3.8514	5.6116
RP11-271C24.3	10.3857	11.0488	9.7569	8.7388	9.2736	9.5509	11.0847	9.9907	10.3935	10.6299
RP11-272D12.1	4.9375	3.6827	5.125	8.6681	3.3611	4.0601	3.5282	3.4166	3.6853	3.3327
RP11-274B18.4	5.7095	7.0161	5.5333	6.5989	6.5325	5.3131	5.8944	6.2105	5.6635	6.8638
RP11-274H2.5	5.4363	4.284	6.5396	7.0537	5.9209	6.4551	5.512	5.9273	3.3182	4.9075
RP11-278J20.2	4.9326	4.2537	5.83	8.1377	5.5039	4.4344	3.7147	5.0647	2.5693	4.0901
RP11-279O17.1	5.7767	5.7011	5.372	5.1444	4.6265	3.705	5.6511	5.2128	3.6662	6.416
RP11-27I1.6	6.7288	7.4701	6.3889	7.2004	6.671	7.1162	7.1394	6.308	6.4978	7.3327
RP11-284F21.8	5.3139	5.0934	4.4388	5.4755	3.4675	6.5052	4.4056	6.1861	2.5612	3.6639
RP11-285A1.1	6.2076	4.3774	6.4973	7.167	5.633	5.7522	5.2629	3.9226	4.2864	6.4426
RP11-285E9.5	4.9058	4.9405	6.3461	6.3658	6.3143	4.3435	4.4464	3.9117	4.5546	5.8495
RP11-285F7.2	7.1388	8.4578	7.8306	8.9667	8.0949	8.6022	10.1244	9.5973	9.5978	8.8
RP11-285G1.14	5.1347	4.9982	5.8602	5.7686	4.9067	3.9745	6.2945	5.9256	3.2239	5.9938
RP11-285J16.1	5.3463	6.2038	7.0923	7.7993	4.5599	5.7044	6.5613	6.2566	6.2176	7.2885
RP11-286E11.2	5.7926	4.1661	6.6549	7.8132	4.9239	5.3413	4.205	5.1654	5.2151	6.0325
RP11-288H12.4	5.7779	5.5566	5.0172	6.6682	6.0687	5.4922	6.2772	6.5538	6.6887	4.8161
RP11-288L9.1	7.5358	7.0076	7.3112	8.7426	7.4653	6.8276	7.0729	7.2482	6.2077	4.967
RP11-28F1.2	5.8862	4.8697	7.2979	6.6686	10.1341	7.1654	6.5477	9.1124	9.834	9.891
RP11-292D4.3	5.4774	3.9506	3.9545	4.9352	3.0654	4.4237	5.615	4.7826	4.6261	6.499
RP11-295G20.2	8.267	9.0993	8.9847	10.7321	8.349	8.7938	9.0114	7.4583	6.6022	7.217
RP11-295M18.6	5.4101	4.6666	6.0106	5.7061	4.815	5.2572	5.947	6.5545	6.7094	6.8331
RP11-295P9.12	4.1353	3.5621	4.1194	7.2151	4.477	5.3037	4.8195	5.0855	4.4477	6.8843
RP11-297L17.2	4.3335	5.9801	4.5766	7.9204	4.8648	5.0654	3.7995	4.6766	2.4153	4.8815
RP11-298D21.2	4.7477	4.1479	5.6168	6.392	5.5588	5.4461	5.6021	3.1414	5.2749	6.0864
RP11-298H24.1	6.3692	6.9358	8.0041	6.539	6.3951	6.2802	6.3747	6.3641	4.8722	6.9095
RP11-29H23.4	7.9664	8.1539	8.9524	8.8985	7.8033	7.8789	7.0042	7.9555	8.0057	8.5015
RP11-29P20.1	6.2362	5.1797	7.1193	7.8909	5.6494	6.4002	6.015	5.1966	5.1305	6.102
RP11-2E11.9	5.6669	5.7587	6.3801	7.0956	4.6392	5.3563	5.1627	4.7209	6.5587	7.5382
RP11-300A12.2	5.8203	5.3189	7.5771	6.2432	5.7313	6.4576	6.0311	4.1425	3.6597	5.7011
RP11-301O19.1	7.106	5.7778	6.3884	6.249	7.3545	6.5011	6.511	5.3325	4.4901	6.9576
RP11-303E16.7	3.7899	4.9525	7.1844	5.0398	3.926	4.3462	6.6959	5.0951	4.4252	6.3014
RP11-304C12.3	5.0008	5.4164	5.8907	6.1795	3.456	5.6385	6.12	4.7546	3.0408	3.326
RP11-304L19.4	4.7765	3.453	4.4523	6.6858	5.0048	4.4237	2.768	4.3187	3.5215	5.3011
RP11-305E6.4	4.6971	5.4431	7.0652	8.4531	7.5373	7.8135	5.8266	6.5209	7.8204	7.26
RP11-305K5.1	6.2217	8.3372	7.7949	7.444	7.0333	7.8965	8.1826	6.8017	6.8493	7.5219
RP11-305L7.3	5.1072	3.9192	6.1254	7.3637	3.9097	3.8686	2.5969	8.6275	4.1527	6.214
RP11-305O4.3	5.2437	3.1478	6.1122	5.3929	5.4061	5.0937	4.3037	5.3561	3.7655	5.8157
RP11-305O6.3	4.4808	5.3466	3.9154	7.6584	5.3551	4.6486	8.5853	3.9898	2.6725	4.8861
RP11-307L14.1 /// RP11-307L14.2	6.6654	5.8453	6.4527	7.4435	6.888	6.2646	6.6205	6.0957	6.6012	6.5471
RP11-307O13.1	4.9987	3.453	3.9641	8.4526	3.4999	4.6756	4.1271	5.9821	4.3661	5.4457
RP11-307P5.2	6.7769	4.6773	6.5149	5.7321	5.5737	5.5143	6.0766	6.2126	5.8788	4.2232
RP11-308D16.4	5.9972	7.3375	7.229	7.4034	6.1645	5.0638	6.5371	6.7917	6.1594	6.4971
RP11-309G3.3	4.5765	6.5415	5.9483	8.4015	5.4602	6.4298	6.3478	6.9073	6.8305	5.8654
RP1-130G2.1	8.3097	9.5549	9.838	8.3381	9.172	8.9799	7.2283	8.7003	7.5257	8.3218
RP11-310J24.3	4.9011	3.9082	6.8101	5.58	3.5612	4.7866	5.4501	4.5103	4.4268	5.9831
RP11-313C4.1	6.7194	6.0948	3.3223	8.3738	5.1003	5.4854	6.211	5.7064	3.7534	7.2624
RP11-314N13.3	5.6459	6.391	7.0709	5.6844	6.1613	5.6211	4.2653	6.2767	5.6785	5.4788
RP11-315F22.1	6.1649	5.7142	4.3179	6.8946	4.5237	6.4398	6.123	5.7257	4.6465	6.6518
RP11-318A15.2	4.0492	3.7276	7.2467	6.6053	4.2237	4.4823	3.9963	5.9282	4.8506	7.0669
RP11-319E16.2	5.3623	6.437	5.3201	7.5735	5.03	5.0549	5.8987	5.9418	4.3476	6.0575
RP11-319G9.3	7.5986	7.3536	7.7014	8.8745	5.5645	6.6136	7.2859	6.9426	6.9356	6.3826
RP11-31K23.2	4.6216	4.0618	5.5196	7.0877	3.8236	5.1477	5.0045	3.6745	2.6725	4.7568
RP11-320H14.1	4.8802	4.2839	5.3286	5.7911	3.2654	4.7589	3.7712	5.2285	3.4656	3.9151
RP11-320N7.2	5.5324	4.5429	3.7574	7.0424	5.6892	5.8419	4.3639	4.9185	2.4266	6.0242
RP11-324J3.1	5.4996	6.2683	5.3255	6.2009	4.3584	5.2569	5.4347	3.8006	4.6016	6.498
RP11-324L17.1	6.371	5.8533	6.4072	6.7985	4.0857	4.5959	2.4763	4.2924	3.3572	5.0432
RP11-326I11.3	7.5331	5.4482	6.1306	8.789	6.8129	7.0443	6.5792	7.2991	6.5717	7.8171
RP11-326I11.5	6.1224	5.96	4.1064	7.4576	5.1324	5.4202	5.071	5.0004	5.8119	6.0366
RP11-327J17.2	5.1583	6.189	5.4389	7.1548	5.686	6.3769	5.209	4.0913	5.3559	4.2802
RP11-329B9.3	5.9112	6.2059	8.3385	8.3951	6.1161	5.9087	5.4515	7.2463	7.4625	6.4519
RP11-329B9.5	4.2129	3.9837	6.726	8.2462	4.7584	5.1777	4.1234	5.9879	6.1552	7.1514
RP11-330M19.1	5.0177	6.3763	4.7239	6.5287	5.2236	6.097	6.4195	4.1138	5.0859	4.5636
RP11-330O11.3	5.4405	3.3945	3.7862	5.4755	5.6584	5.7838	5.5851	6.0798	4.2415	6.0203
RP11-332H18.4	5.1422	3.4482	4.4492	8.145	2.5745	3.5414	4.3016	2.8588	4.3937	4.9488
RP11-333I13.1	5.5757	6.0756	5.7649	7.8565	4.3849	4.8747	4.9694	4.4762	4.7639	5.0208
RP11-333O1.1	5.5184	5.419	5.6588	6.3263	4.893	3.9644	4.9031	4.4588	4.1836	6.0936
RP11-334C17.5	5.5631	6.9395	5.4921	6.45	6.9437	6.4701	7.2105	5.5396	6.6347	4.845
RP11-334J6.6	6.1482	5.8404	4.7749	6.4684	5.7793	5.2614	5.7286	4.9251	4.3442	5.615
RP11-337C18.10 /// RP11-337C18.8	5.4553	5.7507	5.5634	7.6676	5.3517	3.5414	6.1526	5.9565	4.0543	6.7151
RP11-338I21.1	7.3397	7.1372	7.7628	8.413	6.5662	6.9132	7.1548	6.5936	5.9108	6.5728
RP11-338N10.1	6.5049	4.9499	6.033	6.9173	4.9657	6.9118	5.3493	4.8788	3.586	4.0674
RP11-339A11.2	6.2444	5.5209	4.3884	8.068	2.5745	4.3823	3.4	4.9436	4.0117	4.7851
RP11-339B21.15	8.9192	8.4874	8.8871	8.5604	9.0102	9.033	7.561	8.0318	7.7911	8.1813
RP11-33O4.1	7.5429	6.3398	8.6703	8.8779	6.8419	7.6064	6.3694	7.6256	7.3636	8.377
RP11-340A13.1	6.0976	4.9155	6.9882	8.2757	3.2157	3.7926	5.4507	5.3109	3.3628	6.9283
RP11-341N2.1	4.8035	4.2033	5.0102	8.7627	6.4579	6.1001	6.0447	6.5612	4.1924	5.597
RP11-342L8.2	6.0828	4.0578	6.9618	5.1571	3.5354	4.324	5.1179	4.072	4.1948	4.2236
RP11-343H5.6	5.2455	3.8348	7.0639	7.4269	5.4476	3.9644	5.3613	5.6217	5.2188	7.2077
RP11-347D21.1	6.009	4.331	4.8697	6.5255	5.2237	4.3865	4.1636	5.5687	2.6447	6.1944
RP11-348B17.1	5.0438	5.213	5.813	6.4263	5.97	5.8781	5.1897	4.8745	3.2208	6.2284
RP11-348N5.7	5.4026	6.3329	7.1159	7.2901	4.2588	6.4605	7.0669	4.5507	6.1801	5.1645
RP11-348P10.2	9.1735	9.6336	7.7449	5.91	8.3605	7.4021	8.2721	6.9022	7.1673	6.9137
RP11-349E4.1	6.3819	5.5212	5.6212	7.1223	5.8912	4.9053	5.9721	5.8818	3.0408	6.4045
RP11-350F4.2	8.5933	8.1613	9.0407	8.4358	8.6258	8.8863	8.3966	8.3578	8.4314	8.2048
RP11-352B15.2	5.6872	5.5156	5.7108	5.9337	4.6345	3.5414	6.1669	5.6221	3.5665	6.4312
RP11-352G9.1	6.0015	5.8148	4.72	6.0381	6.6451	6.4431	7.8054	4.8759	5.5366	4.6734
RP11-353N14.1	7.8053	7.8826	7.8984	7.6509	7.6867	7.0935	7.8621	6.6546	7.0759	7.2783
RP11-353N14.2	4.4808	4.1222	6.2966	6.8884	3.9651	4.3865	5.5377	3.8194	4.771	4.0637
RP11-354I10.1	4.703	5.7381	5.5882	7.4425	5.8176	6.3872	5.6287	6.1905	4.9109	5.6619
RP11-355B11.2	6.4019	6.3337	6.868	8.4448	7.4697	6.3602	6.567	9.3871	8.5711	8.3683
RP11-355F16.1	6.2781	4.2214	7.0668	6.3928	5.468	5.3224	6.1331	1.9623	3.3036	5.6766
RP11-356B19.11	5.6695	6.4029	5.9884	6.9733	7.1121	6.4927	4.4662	5.9362	6.5401	6.175
RP11-357G3.1	5.5241	4.9516	4.9969	8.3018	4.8724	4.6001	5.6415	3.8397	4.0272	5.2778
RP11-357G3.2	4.6534	5.6105	6.0884	6.1082	2.9975	4.6735	4.345	2.0733	5.2652	4.358
RP11-359E8.5	4.5378	5.1415	7.8822	7.2977	6.0766	6.7041	6.0664	2.5893	4.5427	4.0169
RP11-359K18.3	5.7328	4.2139	6.9096	5.9564	5.7476	4.1568	6.3962	5.1404	4.2415	3.7086
RP1-135L22.1	6.8512	6.5444	7.1072	8.7363	6.4142	5.0176	5.8431	6.784	6.0628	6.8439
RP11-360A18.2	5.9882	6.2533	5.4856	6.5183	4.5787	5.1025	6.9845	5.4049	4.5617	5.4666
RP11-360K13.1	5.4984	5.9325	6.6446	6.663	4.2624	4.128	5.4183	4.5257	4.1258	6.5849
RP11-362K14.6	4.8647	7.1329	7.0017	7.5834	5.6614	6.1905	5.9413	4.4182	4.2838	6.8023
RP11-362K14.7	6.942	7.6089	5.6911	7.1261	6.0809	5.7448	7.0356	5.6689	7.3887	7.9168
RP11-363E7.4	5.5866	4.9756	4.1822	7.0068	4.2069	4.7018	4.3569	6.1564	6.5393	7.3904
RP11-365H22.2	5.9656	5.1809	5.0593	7.6423	4.4182	6.0057	6.7552	5.9064	6.1804	7.1816
RP11-366L5.1	5.1805	4.4859	4.9276	8.8967	6.172	5.3761	5.1026	6.2665	4.7492	7.4759
RP11-369C8.1	3.7899	3.472	5.3377	5.1873	6.9337	4.4395	3.9346	4.5877	4.1069	7.4795
RP11-36B6.1	5.5172	5.02	5.3391	6.624	4.015	5.1199	6.2013	4.0814	3.86	7.7538
RP11-373D23.2	6.304	6.8153	5.7373	8.3507	6.5454	7.0988	9.0546	10.7793	7.8257	10.883
RP11-375I20.6	5.9954	6.0839	5.5958	7.7351	6.1347	4.4787	6.4134	3.8662	4.9407	6.94
RP11-378A13.1	6.4236	7.1943	7.3677	7.6721	7.4489	6.64	6.9079	7.953	7.0466	8.1851
RP11-378J18.8	5.3711	5.7924	6.1068	5.8668	5.6171	5.3265	6.9074	6.4036	5.6873	6.5937
RP11-379F4.6	6.6262	7.7249	8.2769	9.8301	8.1299	7.9351	7.6004	8.2955	7.9811	8.2489
RP11-379H18.1	8.317	5.2759	7.5773	6.3005	7.3177	7.9504	6.196	7.2866	7.4919	7.0751
RP11-37C7.3	5.7462	5.0442	5.3472	7.8095	4.2457	4.7023	6.608	4.6471	5.5946	6.4493
RP11-381P6.1	4.1172	5.6545	7.4495	6.2417	3.7395	5.7857	5.6606	4.6093	4.7978	3.9664
RP11-382B18.4	5.5647	5.591	7.6623	7.1079	4.6891	5.9417	5.1297	3.5388	3.7963	3.28
RP11-382F24.1 /// RP11-382F24.2	4.0845	3.453	6.8893	7.256	3.9375	3.5414	2.0351	4.968	2.4718	4.3367
RP11-384L8.1	5.1422	4.6379	5.137	4.8266	4.0136	5.4223	2.4945	4.3572	3.2789	4.4146
RP11-384P7.7	6.2021	6.0841	5.1141	6.4886	6.0643	4.5731	3.9803	3.3331	5.6295	7.0881
RP11-385F5.4	5.6102	7.6858	8.2312	6.8298	5.0084	6.7495	6.632	6.9365	6.6753	7.087
RP11-388M20.1	7.1603	6.917	7.0682	8.1091	7.038	6.0556	8.0214	6.8948	5.7752	7.6914
RP11-388M20.6	6.3799	5.7002	4.8555	8.0486	6.5813	6.2288	6.7339	7.3232	6.1283	6.9444
RP11-389C8.2	5.6633	2.6509	6.3551	7.0335	2.9544	4.7704	5.1382	2.2369	3.5	5.9232
RP11-389C8.3	5.1671	4.9767	5.1491	7.4175	6.6289	6.0708	3.8985	6.5834	5.6377	7.5728
RP11-389G6.3	5.23	4.8172	6.1441	8.8646	4.5714	5.2881	5.8176	5.2441	4.5339	5.5501
RP11-38C18.2	4.9584	4.3183	6.8175	7.8054	4.6689	5.7072	4.6617	5.6161	5.3285	2.8848
RP11-38C18.3	4.8439	6.6369	7.4985	7.6785	5.1679	6.8971	6.5332	6.4035	6.2421	5.0947
RP11-38L15.2	5.5463	5.9129	6.5874	6.5505	6.4181	6.2378	4.9768	3.9113	5.6515	3.8781
RP11-38P22.2	6.5858	8.6463	6.1167	6.4264	4.8159	5.8659	7.8339	4.7646	2.8077	6.7704
RP11-391M1.4	8.8496	9.0928	11.6379	9.3014	8.8571	10.4655	8.345	9.4836	8.7275	9.516
RP11-394I13.2	5.1232	5.7197	7.4444	5.644	5.5063	5.7176	6.9684	6.6931	5.3626	5.1716
RP11-395B7.7	9.4146	8.0734	9.0699	8.6585	8.3722	9.7193	8.6194	10.3398	10.3302	9.736
RP11-395I6.3	7.306	7.1576	6.9813	7.7994	7.1051	5.9207	5.4243	8.1768	7.3649	8.3857
RP11-395N3.1	5.6114	5.7543	7.9985	7.8002	5.9146	7.0915	5.5038	6.4578	4.235	6.5291
RP11-396F22.1	6.1555	4.7702	7.6304	7.3119	4.009	5.8423	5.948	7.416	5.7911	7.5487
RP11-397A16.3	6.3836	5.5627	7.2979	7.0636	5.5099	5.4829	4.9383	3.2094	3.2232	6.6461
RP11-399E6.1	4.4626	3.68	5.6368	7.227	4.4442	4.328	5.2997	3.2872	3.3694	6.6005
RP11-399O19.9	4.7738	6.5969	5.6765	5.6979	5.4139	5.8464	6.97	6.4822	4.8799	5.8549
RP11-39H13.1	6.5212	3.9316	5.454	8.3972	5.8378	5.9982	6.2498	4.1763	4.5208	6.4007
RP11-3L8.3	4.5011	5.6195	5.862	5.5189	5.3005	5.2025	3.4642	4.0775	2.1175	6.0176
RP11-400N13.1	5.7659	4.2201	5.2854	6.9607	5.0124	4.0889	4.8743	3.9383	4.1368	4.4236
RP11-400N9.1	5.2208	3.7682	4.6353	6.6367	4.9572	5.9979	6.3898	6.6088	4.6901	5.6082
RP11-401P9.4	4.6626	6.3441	7.2046	7.0121	5.7425	4.0505	5.9607	3.7454	4.3039	2.8848
RP11-402D21.2	4.299	3.8685	4.7223	7.6967	7.2892	6.7386	3.0635	5.2021	4.2667	4.0506
RP11-402G3.5	5.5294	4.7883	7.0397	7.3054	5.0523	5.7966	4.7319	5.8132	5.0319	5.8798
RP11-403N16.3	5.1778	5.2468	4.7976	7.9852	4.8748	4.9407	3.6069	4.5886	3.1109	3.639
RP11-403P17.3	6.608	4.8789	6.6394	6.4701	5.2514	5.7597	7.3886	5.5545	5.9686	6.4678
RP11-403P17.4	12.2791	12.217	11.5327	11.9272	10.6912	11.5572	12.8124	12.6325	12.4323	12.498
RP11-408I18.9	4.8262	5.5002	6.4185	4.706	6.3723	5.5838	6.3723	4.7392	4.2912	6.9734
RP1-140C12.2	5.0074	4.7156	7.5663	7.9462	3.9854	4.8928	4.2306	3.0983	4.4792	6.7536
RP11-410C4.5	6.2587	5.1924	7.6216	7.6933	5.972	6.9467	6.8831	7.2028	6.3613	6.8796
RP11-410D17.2	5.8245	5.0686	5.9974	6.3752	5.3887	5.2566	4.9982	4.0743	4.4622	5.0383
RP11-410E4.1	6.0614	5.4292	4.486	5.44	5.6904	5.8472	3.9544	5.8146	5.5781	4.5521
RP11-410L14.2	9.0749	9.4509	9.39	9.4628	9.5669	9.5814	8.0926	10.2852	9.3297	8.8514
RP11-413B19.2	6.0849	6.0697	7.3093	8.0046	6.4239	4.3959	6.4531	2.9457	1.9356	4.6135
RP11-414H17.5	4.5335	4.7042	3.8132	7.5918	3.745	5.1961	2.7605	4.0897	4.2575	5.0108
RP11-416I2.1	5.4869	5.7007	6.4642	8.8279	3.686	5.4814	6.2781	3.6309	4.423	6.5512
RP11-416N2.4	6.6357	5.9237	7.3853	7.0381	4.8237	6.7886	6.1561	7.4098	5.8733	6.9681
RP11-420K14.2	4.0492	5.6789	6.116	8.7495	4.19	4.8459	7.1593	5.0859	3.9081	5.7303
RP11-421E14.2	7.3571	7.0693	6.844	5.8384	3.9651	6.3537	7.851	6.9801	8.1799	5.0631
RP11-421F16.3	5.5016	5.0323	5.8805	6.2338	5.2667	6.7957	5.3261	6.0518	5.7717	7.3718
RP11-422P24.11	7.2704	5.2914	7.3944	8.8698	6.1159	6.6648	6.4894	6.3649	6.11	6.6909
RP11-425D10.10	4.9326	6.4889	7.2688	8.4276	6.5763	5.8677	7.548	7.3709	7.5102	7.1325
RP11-426C22.5	7.7422	5.8853	5.7067	7.4853	6.443	7.1235	6.046	6.703	5.153	6.8634
RP11-429B14.4	6.5511	6.6684	6.8052	8.0392	5.4502	5.5272	5.4243	4.2332	5.2326	6.9271
RP1-142L7.8	4.9508	5.7412	6.9254	7.3673	4.169	4.6486	3.9041	4.5656	4.0187	6.6437
RP1-142L7.9	4.3086	3.9769	5.5672	7.5	5.7306	4.0008	3.8297	2.8094	2.4794	4.6269
RP11-432J9.6	6.7793	6.898	8.1738	9.5059	7.0017	6.7796	7.7565	6.3923	6.5319	6.5524
RP11-432M24.4	8.7019	8.0117	6.0374	8.3962	7.5476	8.2732	8.9414	8.5645	7.8467	8.2042
RP11-433A10.3	5.4778	4.9231	5.3735	8.2884	4.9291	4.1959	5.3002	5.6529	3.1656	5.2631
RP11-435O5.5	5.6937	4.8738	7.0515	7.0727	4.0715	5.4827	5.0431	2.9617	2.6361	6.0361
RP11-436D10.3	5.8064	5.4191	5.3499	7.7719	3.8473	6.6501	6.7777	5.0127	5.8641	5.7258
RP11-439E19.10	5.0668	5.1958	5.6519	5.3383	4.6756	4.7593	4.4615	3.5893	2.9997	5.8315
RP11-440I14.2	4.4626	6.1977	6.2392	7.0002	5.1914	4.9616	5.0117	5.517	4.4065	5.4457
RP11-440L14.3	7.0576	6.3724	7.6611	7.392	6.4141	6.5447	6.8124	6.1801	6.1306	6.5663
RP11-442O18.2	5.5616	6.0441	4.1854	5.4807	4.9646	5.1313	3.9962	4.8177	2.7768	4.13
RP11-443B7.1	6.6503	5.4034	7.1287	8.1565	6.2066	5.3656	6.6548	8.6426	7.2822	8.7075
RP11-443C10.1	5.0541	4.2444	6.1407	7.2354	4.3995	4.9327	4.9779	5.3333	3.5062	5.4315
RP11-445H22.4	5.8862	4.6523	5.6223	6.4262	5.8937	5.3356	4.8236	4.2242	4.7897	7.5873
RP11-445L13__B.3	6.4393	5.6624	8.0263	7.7092	5.5981	5.7977	4.5517	6.0977	5.8551	4.1943
RP11-448A19.1	8.0815	7.106	6.9136	8.8018	7.6869	6.8783	6.0678	7.8238	6.4206	6.5709
RP11-44F14.8	5.6429	5.1837	5.6685	7.6466	6.1758	4.0601	4.528	3.9657	3.49	6.6426
RP11-44F21.5	8.6724	6.157	4.5714	5.5201	9.6125	4.9513	5.6046	6.3495	4.0793	5.6534
RP11-44N11.3	6.934	6.3668	4.483	7.1512	6.4441	5.1027	7.6684	6.7174	6.1093	7.3982
RP11-452L6.1	8.7373	6.2885	5.9274	6.8635	6.7765	8.0489	7.9757	9.3509	8.4069	9.1125
RP11-454F8.2	4.5583	5.3237	7.4342	6.6758	5.3948	5.8297	6.7789	6.5471	7.1637	6.5177
RP11-454K7.3	6.9205	5.7086	5.3816	4.6467	4.8701	5.6099	5.1917	6.1668	5.1338	5.4472
RP11-456H18.2	4.9098	4.7868	4.9709	5.6622	6.1693	5.3926	4.8181	4.1401	3.4504	5.767
