Gene	MembraneinEnsembl
KBTBD11-OT1	Y
KCNE1B	Y
KCNE5	Y
KCNJ18	Y
KIAA1024L	Y
KIAA1549L	Y
KIRREL1	Y
KIZ	Y
KLHL41	Y
KLRC4-KLRK1	Y
KLRF2	Y
KMT2E	Y
KP420437.1	Y
KP420437.2	Y
KP420437.3	Y
KP420439.1	Y
KP420440.1	Y
KP420440.2	Y
KP420440.3	Y
KP420440.4	Y
KP420440.5	Y
KP420440.6	Y
KP420440.7	Y
KP420440.8	Y
KP420440.9	Y
KP420441.1	Y
KP420441.2	Y
KP420441.3	Y
KP420441.4	Y
KP420441.5	Y
KP420442.2	Y
KP420442.3	Y
KP420443.1	Y
KP420444.1	Y
KP420444.2	Y
KP420444.3	Y
KP420444.5	Y
KP420444.7	Y
KP420446.1	Y
KP420446.2	Y
KU645196.1	Y
KU645196.2	Y
KU645196.3	Y
KU645196.4	Y
KU645196.6	Y
KU645196.8	Y
KU645196.9	Y
KU645197.1	Y
KU645197.2	Y
KU645197.3	Y
KU645197.4	Y
KU645197.5	Y
KXD1	Y
L3MBTL1	Y
LAMP5	Y
LAMTOR1	Y
LAMTOR2	Y
LAMTOR3	Y
LAMTOR4	Y
LAMTOR5	Y
LARGE1	Y
LARGE2	Y
LDLRAD4	Y
LGALS16	Y
LHFPL6	Y
LIMS4	Y
LINC00116	Y
LINC00282	Y
LINC00672	Y
LINC00675	Y
LINC00890	Y
LINC01125	Y
LINC02210-CRHR1	Y
LINGO3	Y
LNPK	Y
LRR1	Y
LRRC38	Y
LRRC3C	Y
LRRC53	Y
LRRC70	Y
LRRD1	Y
LSMEM1	Y
LSMEM2	Y
LVRN	Y
LY6G6E	Y
LY6L	Y
LYPD8	Y
LZTS3	Y
M1AP	Y
MAATS1	Y
MAIP1	Y
MAJIN	Y
MALRD1	Y
MANSC4	Y
MARC1	Y
MARC2	Y
MARCH11	Y
MARF1	Y
MCEMP1	Y
MCMBP	Y
MCU	Y
MCUB	Y
MCUR1	Y
MELTF	Y
MESD	Y
METTL15	Y
METTL23	Y
MFSD12	Y
MFSD13A	Y
MFSD14A	Y
MFSD14B	Y
MFSD14C	Y
MFSD4A	Y
MFSD4B	Y
MGAM2	Y
MGARP	Y
MGAT4D	Y
MICU1	Y
MICU2	Y
MICU3	Y
MIEF1	Y
MIEF2	Y
MIEN1	Y
MIGA1	Y
MIGA2	Y
MINDY3	Y
MINOS1	Y
MINOS1-NBL1	Y
MISP	Y
MOB4	Y
MPC1	Y
MPC1L	Y
MPC2	Y
MPIG6B	Y
MRGPRG	Y
MRLN	Y
MROH7	Y
MRPL57	Y
MRPL58	Y
MS4A4E	Y
MS4A8	Y
MSANTD3-TMEFF1	Y
MSMO1	Y
MT-ATP8	Y
MTCL1	Y
MT-CO1	Y
MTERF3	Y
MTFP1	Y
MTG2	Y
MT-ND5	Y
MUC12	Y
MUC22	Y
MUC3A	Y
MUC5AC	Y
MVB12A	Y
MVB12B	Y
MYMK	Y
MYMX	Y
MYRF	Y
MYRFL	Y
MYZAP	Y
NAA60	Y
NCF1	Y
NCMAP	Y
NCR3LG1	Y
NDC1	Y
NDUFAF5	Y
NDUFAF6	Y
NDUFC2-KCTD14	Y
NECTIN1	Y
NECTIN2	Y
NECTIN3	Y
NECTIN4	Y
NELFE	Y
NEMP1	Y
NEMP2	Y
NEURL1	Y
NIPSNAP2	Y
NMRK2	Y
NOA1	Y
NPAP1	Y
NPIPA1	Y
NPIPB11	Y
NPIPB12	Y
NPIPB13	Y
NPIPB3	Y
NPIPB4	Y
NPIPB5	Y
NPRL2	Y
NPRL3	Y
NPY4R	Y
NRROS	Y
NSMF	Y
NTPCR	Y
NUP58	Y
NXPE1	Y
NXPE2	Y
OCSTAMP	Y
OGFOD3	Y
OOSP2	Y
OPN1MW3	Y
OR10D3	Y
OR10G6	Y
OR10W1	Y
OR11H2	Y
OR14A2	Y
OR14K1	Y
OR2AJ1	Y
OR2AP1	Y
OR2J1	Y
OR2L5	Y
OR2T7	Y
OR2V1	Y
OR4C5	Y
OR4E1	Y
OR4F29	Y
OR4Q2	Y
OR51H1	Y
OR51J1	Y
OR52E5	Y
OR52Z1	Y
OR56A5	Y
OR6J1	Y
OR6P1	Y
ORC1	Y
ORC2	Y
ORC6	Y
OST4	Y
P3H1	Y
PAM16	Y
PATJ	Y
PCNX1	Y
PCNX2	Y
PCNX3	Y
PCNX4	Y
PET100	Y
PIANP	Y
PIEZO1	Y
PIEZO2	Y
PIRT	Y
PLA2G4B	Y
PLEC	Y
PLET1	Y
PLGRKT	Y
PLPP1	Y
PLPP2	Y
PLPP3	Y
PLPP4	Y
PLPP5	Y
PLPP6	Y
PLPP7	Y
PLPPR1	Y
PLPPR2	Y
PLPPR3	Y
PLPPR4	Y
PLPPR5	Y
PMEL	Y
POC1B-GALNT4	Y
POMGNT2	Y
POMK	Y
POTEM	Y
PPP1R21	Y
PPP6R1	Y
PPP6R3	Y
PPT2-EGFL8	Y
PRAC2	Y
PRR9	Y
PRRC2A	Y
PRRC2C	Y
PRSS41	Y
PRSS55	Y
PTCHD4	Y
PTPA	Y
PXYLP1	Y
PYURF	Y
QTRT2	Y
RAB29	Y
RAB39A	Y
RAB40AL	Y
RACK1	Y
RAD51B	Y
RASA4B	Y
RBSN	Y
RETREG1	Y
RETREG2	Y
RETREG3	Y
RIC1	Y
RIPOR1	Y
RIPOR2	Y
RMDN2	Y
RMDN3	Y
RNA	phosphate
RNASEK-C17orf49	Y
RNF222	Y
RNF223	Y
RNF225	Y
RPL36A-HNRNPH2	Y
RRNAD1	Y
RTCB	Y
RTP5	Y
SARAF	Y
SAYSD1	Y
SC5D	Y
SCART1	Y
SCIMP	Y
SDHAF4	Y
SEC14L6	Y
SELENOI	Y
SELENOK	Y
SELENON	Y
SELENOP	Y
SELENOS	Y
SELENOT	Y
SERF1B	Y
SERTM1	Y
SFTA3	Y
SH3D21	Y
SHISA8	Y
SIGLECL1	Y
SLC15A5	Y
SLC18B1	Y
SLC22A31	Y
SLC25A47	Y
SLC25A48	Y
SLC25A51	Y
SLC25A52	Y
SLC25A53	Y
SLC35E2B	Y
SLC35F6	Y
SLC35G1	Y
SLC35G2	Y
SLC35G3	Y
SLC35G4	Y
SLC35G5	Y
SLC35G6	Y
SLC50A1	Y
SLC51A	Y
SLC51B	Y
SLC52A1	Y
SLC52A2	Y
SLC52A3	Y
SLC8B1	Y
SLC9B1	Y
SLC9B2	Y
SLC9C1	Y
SLC9C2	Y
SLCO1B7	Y
SMCO1	Y
SMCO2	Y
SMCO3	Y
SMCO4	Y
SMDT1	Y
SMIM1	Y
SMIM10	Y
SMIM11A	Y
SMIM11B	Y
SMIM12	Y
SMIM13	Y
SMIM14	Y
SMIM15	Y
SMIM17	Y
SMIM18	Y
SMIM19	Y
SMIM2	Y
SMIM20	Y
SMIM21	Y
SMIM22	Y
SMIM23	Y
SMIM24	Y
SMIM26	Y
SMIM27	Y
SMIM28	Y
SMIM29	Y
SMIM3	Y
SMIM30	Y
SMIM4	Y
SMIM5	Y
SMIM6	Y
SMIM7	Y
SMIM8	Y
SMIM9	Y
SMLR1	Y
SNHG28	Y
SOGA3	Y
SPAAR	Y
SPACA6	Y
SPART	Y
SPATA25	Y
SPATA31A1	Y
SPATA31A3	Y
SPATA31A5	Y
SPATA31A6	Y
SPATA31A7	Y
SPATA31D1	Y
SPATA31D3	Y
SPATA31D4	Y
SPATA31E1	Y
SPATA46	Y
SPECC1	Y
SPNS2	Y
SPPL2A	Y
SPPL2B	Y
SPPL2C	Y
SPPL3	Y
SPRR2D	Y
SPTSSA	Y
SPTSSB	Y
SPTY2D1-AS1	Y
SQOR	Y
SRPRA	Y
SSC4D	Y
SSC5D	Y
SSMEM1	Y
STEAP1B	Y
STK26	Y
STUM	Y
STX16-NPEPL1	Y
SUCO	Y
SUSD6	Y
SVIP	Y
SYBU	Y
SYNDIG1	Y
SYNDIG1L	Y
SYNE3	Y
SYNE4	Y
SYNJ2BP-COX16	Y
SYS1	Y
SYS1-DBNDD2	Y
SZT2	Y
TAB1	Y
TAB2	Y
TAB3	Y
TAMM41	Y
TANGO6	Y
TARM1	Y
TBC1D30	Y
TBC1D3D	Y
TBC1D3E	Y
TBC1D3I	Y
TBC1D3K	Y
TBC1D3L	Y
TCAF1	Y
TCAF2	Y
TENM1	Y
TENM2	Y
TENM3	Y
TENM4	Y
TEPSIN	Y
TERB1	Y
TERB2	Y
TESPA1	Y
TEX29	Y
TEX38	Y
TEX46	Y
TEX50	Y
TEX51	Y
TGFBR3L	Y
TGIF2-C20orf24	Y
TIGAR	Y
TIMM10B	Y
TIMM21	Y
TIMM23B	Y
TIMM29	Y
TIMMDC1	Y
TLCD2	Y
TLDC1	Y
TMED7-TICAM2	Y
TMEM110-MUSTN1	Y
TMEM114	Y
TMEM131L	Y
TMEM132C	Y
TMEM178A	Y
TMEM178B	Y
TMEM185B	Y
TMEM191B	Y
TMEM191C	Y
TMEM210	Y
TMEM212	Y
TMEM221	Y
TMEM225B	Y
TMEM230	Y
TMEM233	Y
TMEM234	Y
TMEM235	Y
TMEM236	Y
TMEM238	Y
TMEM239	Y
TMEM240	Y
TMEM241	Y
TMEM242	Y
TMEM243	Y
TMEM244	Y
TMEM245	Y
TMEM246	Y
TMEM247	Y
TMEM248	Y
TMEM249	Y
TMEM250	Y
TMEM251	Y
TMEM252	Y
TMEM253	Y
TMEM254	Y
TMEM255A	Y
TMEM255B	Y
TMEM256	Y
TMEM257	Y
TMEM258	Y
TMEM259	Y
TMEM260	Y
TMEM262	Y
TMEM263	Y
TMEM265	Y
TMEM266	Y
TMEM267	Y
TMEM268	Y
TMEM269	Y
TMEM270	Y
TMEM35A	Y
TMEM35B	Y
TMEM52B	Y
TMEM56-RWDD3	Y
TMEM72	Y
TMEM74B	Y
TMEM78	Y
TMEM88B	Y
TMEM94	Y
TMIGD3	Y
TMPRSS15	Y
TMPRSS4-AS1	Y
TMX2-CTNND1	Y
TNS2	Y
TOMM70	Y
TOR4A	Y
TPBGL	Y
TRABD2A	Y
TRABD2B	Y
TRAC	Y
TRBC2	Y
TRDC	Y
TRGC1	Y
TRGC2	Y
TRGV3	Y
TRIL	Y
TRIQK	Y
TSPEAR	Y
TUNAR	Y
TVP23A	Y
TVP23B	Y
TVP23C	Y
TVP23C-CDRT4	Y
TXLNG	Y
UBAP1L	Y
UBE2QL1	Y
UFD1	Y
UFL1	Y
UGT2A2	Y
UNC79	Y
UPK3BL1	Y
UQCC1	Y
UQCC2	Y
UQCC3	Y
UQCRHL	Y
USF3	Y
UVSSA	Y
VEGFD	Y
VIPAS39	Y
VMP1	Y
VPS50	Y
VPS51	Y
VSIG10L	Y
VSIG10L2	Y
VSIR	Y
VSTM2B	Y
VSTM4	Y
VSTM5	Y
WASHC1	Y
WASHC2A	Y
WASHC2C	Y
WBP1L	Y
WDPCP	Y
WDR45B	Y
WDR83OS	Y
WHRN	Y
WLS	Y
XXYLT1	Y
ZDHHC11B	Y
ZG16	Y
ZGRF1	Y
ZNF106	Y
ZNF816	Y
