Gene	MembraneinEnsembl
NDUFB5	Y
NDUFB6	Y
NDUFB7	Y
NDUFB8	Y
NDUFB9	Y
NDUFC1	Y
NDUFC2	Y
NDUFS1	Y
NDUFS2	Y
NDUFS3	Y
NDUFS4	Y
NDUFS5	Y
NDUFS6	Y
NDUFS7	Y
NDUFS8	Y
NDUFV1	Y
NDUFV2	Y
NDUFV3	Y
NECAB2	Y
NECAB3	Y
NECAP1	Y
NECAP2	Y
NEDD4	Y
NEDD4L	Y
NEDD9	Y
NEGR1	Y
NELF	N
NENF	Y
NEO1	Y
NET1	Y
NETO1	Y
NETO2	Y
NEU1	Y
NEU2	Y
NEU3	Y
NEU4	Y
NEURL	N
NEXN	N
NF1	Y
NF2	Y
NFAM1	Y
NFASC	Y
NFAT5	Y
NFE2L1	Y
NFE2L2	Y
NFKBIA	Y
NFX1	Y
NFXL1	Y
NGEF	Y
NGFR	Y
NHLRC3	N
NHS	Y
NHSL1	Y
NID2	Y
NIN	N
NINJ1	Y
NINJ2	Y
NIPA1	Y
NIPA2	Y
NIPAL1	Y
NIPAL2	Y
NIPAL3	Y
NIPAL4	Y
NIPSNAP1	Y
NIPSNAP3A	N
NISCH	Y
NKAIN1	Y
NKAIN2	Y
NKAIN3	Y
NKAIN4	Y
NKD1	Y
NKD2	Y
NKG7	Y
NKIRAS1	Y
NKIRAS2	Y
NKPD1	Y
NKTR	Y
NLGN1	Y
NLGN2	Y
NLGN3	Y
NLGN4X	Y
NLGN4Y	Y
NLN	Y
NLRP1	N
NLRP10	Y
NLRP6	Y
NLRX1	Y
NMBR	Y
NMD3	Y
NME1	Y
NME2	Y
NME4	Y
NMNAT2	Y
NMT1	Y
NMT2	Y
NMUR1	Y
NMUR2	Y
NNAT	N
NNT	Y
NOC4L	Y
NOD1	Y
NOD2	Y
NOL3	Y
NOL9	Y
NOMO1	Y
NOMO2	Y
NOMO3	Y
NONO	Y
NOP14	Y
NOP56	Y
NOP58	Y
NOS1	Y
NOS1AP	Y
NOS2	N
NOS3	Y
NOSIP	Y
NOSTRIN	Y
NOTCH1	Y
NOTCH2	Y
NOTCH3	Y
NOTCH4	Y
NOX1	Y
NOX3	Y
NOX4	Y
NOX5	Y
NOXA1	Y
NOXO1	Y
NPBWR1	Y
NPBWR2	Y
NPC1	Y
NPC1L1	Y
NPDC1	Y
NPFF	N
NPFFR1	Y
NPFFR2	Y
NPHP1	Y
NPHP4	Y
NPHS1	Y
NPHS2	Y
NPLOC4	Y
NPM1	Y
NPNT	Y
NPR1	Y
NPR2	Y
NPR3	Y
NPSR1	Y
NPTN	Y
NPTX1	N
NPTX2	N
NPTXR	Y
NPY1R	Y
NPY2R	Y
NPY5R	Y
NQO1	N
NR0B1	Y
NR3C1	N
NR3C2	Y
NR4A1	Y
NRAS	Y
NRBF2	Y
NRBP1	Y
NRCAM	Y
NRD1	N
NRG1	Y
NRG2	Y
NRG3	Y
NRG4	Y
NRGN	Y
NRK	Y
NRM	Y
NRN1	Y
NRN1L	Y
NRP1	Y
NRP2	Y
NRSN1	Y
NRSN2	Y
NRXN1	Y
NRXN2	Y
NRXN3	Y
NSDHL	Y
NSF	Y
NSFL1C	Y
NSMAF	N
NT5E	Y
NTM	Y
NTN4	Y
NTNG1	Y
NTNG2	Y
NTRK1	Y
NTRK2	Y
NTRK3	Y
NTSR1	Y
NTSR2	Y
NUBP1	Y
NUBPL	Y
NUCB1	Y
NUCB2	Y
NUDC	Y
NUDT1	Y
NUDT9	Y
NUF2	Y
NUFIP2	Y
NUMA1	Y
NUMB	Y
NUP107	Y
NUP133	Y
NUP153	Y
NUP155	Y
NUP160	N
NUP188	Y
NUP205	Y
NUP210	Y
NUP210L	Y
NUP35	Y
NUP37	N
NUP43	N
NUP50	Y
NUP54	Y
NUP62	Y
NUP85	Y
NUP88	N
NUP93	Y
NUP98	Y
NUPL2	Y
NUS1	Y
NUTF2	Y
NVL	Y
NXF2	N
NXNL1	Y
NYNRIN	Y
NYX	N
OAS2	Y
OAS3	Y
OASL	Y
OBSCN	Y
OBSL1	N
OCA2	Y
OCEL1	Y
OCIAD1	Y
OCIAD2	Y
OCLM	Y
OCLN	Y
OCRL	Y
ODC1	N
ODF4	Y
ODZ1	N
ODZ3	N
OFCC1	Y
OFD1	Y
OGDH	Y
OGFR	Y
OGFRL1	Y
OGT	Y
OIP5	N
OLA1	Y
OLFM2	Y
OLFM3	Y
OLFM4	Y
OLR1	Y
OMA1	Y
OMG	Y
OPA1	Y
OPALIN	Y
OPCML	Y
OPN1LW	Y
OPN1MW	Y
OPN1MW2	Y
OPN1SW	Y
OPN3	Y
OPN4	Y
OPN5	Y
OPRD1	Y
OPRK1	Y
OPRL1	Y
OPRM1	Y
OPTN	Y
OR10A2	Y
OR10A3	Y
OR10A4	Y
OR10A5	Y
OR10A6	Y
OR10A7	Y
OR10AD1	Y
OR10AG1	Y
OR10C1	Y
OR10G2	Y
OR10G3	Y
OR10G4	Y
OR10G7	Y
OR10G8	Y
OR10G9	Y
OR10H1	Y
OR10H2	Y
OR10H3	Y
OR10H4	Y
OR10H5	Y
OR10J1	Y
OR10J3	Y
OR10J5	Y
OR10K1	Y
OR10K2	Y
OR10P1	Y
OR10Q1	Y
OR10R2	Y
OR10S1	Y
OR10T2	Y
OR10V1	Y
OR10X1	Y
OR10Z1	Y
OR11A1	Y
OR11G2	Y
OR11H1	Y
OR11H12	Y
OR11H4	Y
OR11H6	Y
OR11L1	Y
OR12D2	Y
OR12D3	Y
OR13A1	Y
OR13C2	Y
OR13C3	Y
OR13C4	Y
OR13C5	Y
OR13C8	Y
OR13C9	Y
OR13D1	Y
OR13F1	Y
OR13G1	Y
OR13H1	Y
OR13J1	Y
OR14A16	Y
OR14C36	Y
OR14I1	Y
OR14J1	Y
OR1A1	Y
OR1A2	Y
OR1B1	Y
OR1C1	Y
OR1D2	Y
OR1D4	N
OR1D5	Y
OR1E1	Y
OR1E2	Y
OR1F1	Y
OR1G1	Y
OR1I1	Y
OR1J1	Y
OR1J2	Y
OR1J4	Y
OR1K1	Y
OR1L1	Y
OR1L3	Y
OR1L4	Y
OR1L6	Y
OR1L8	Y
OR1M1	Y
OR1N1	Y
OR1N2	Y
OR1Q1	Y
OR1S1	Y
OR1S2	Y
OR2A1	Y
OR2A12	Y
OR2A14	Y
OR2A2	Y
OR2A25	Y
OR2A4	Y
OR2A42	Y
OR2A5	Y
OR2A7	Y
OR2AE1	Y
OR2AG1	Y
OR2AG2	Y
OR2AK2	Y
OR2AT4	Y
OR2B11	Y
OR2B2	Y
OR2B3	Y
OR2B6	Y
OR2C1	Y
OR2C3	Y
OR2D2	Y
OR2D3	Y
OR2F1	Y
OR2F2	Y
OR2G2	Y
OR2G3	Y
OR2G6	Y
OR2H1	Y
OR2H2	Y
OR2J2	Y
OR2J3	Y
OR2K2	Y
OR2L13	Y
OR2L2	Y
OR2L3	Y
OR2L8	Y
OR2M2	Y
OR2M3	Y
OR2M4	Y
OR2M5	Y
OR2M7	Y
OR2S2	Y
OR2T1	Y
OR2T10	Y
OR2T11	Y
OR2T12	Y
OR2T2	Y
OR2T27	Y
OR2T29	Y
OR2T3	Y
OR2T33	Y
OR2T34	Y
OR2T35	Y
OR2T4	Y
OR2T5	Y
OR2T6	Y
OR2T8	Y
OR2V2	Y
OR2W1	Y
OR2W3	Y
OR2W5	N
OR2Y1	Y
OR2Z1	Y
OR3A1	Y
OR3A2	Y
OR3A3	Y
OR3A4	N
OR4A15	Y
OR4A16	Y
OR4A47	Y
OR4A5	Y
OR4B1	Y
OR4C11	Y
OR4C12	Y
OR4C13	Y
OR4C15	Y
OR4C16	Y
OR4C3	Y
OR4C45	N
OR4C46	Y
OR4C6	Y
OR4D1	Y
OR4D10	Y
OR4D11	Y
OR4D2	Y
OR4D5	Y
OR4D6	Y
OR4D9	Y
OR4E2	Y
OR4F15	Y
OR4F16	Y
OR4F17	Y
OR4F21	Y
OR4F3	Y
OR4F4	Y
OR4F5	Y
OR4F6	Y
OR4K1	Y
OR4K13	Y
OR4K14	Y
OR4K15	Y
OR4K17	Y
OR4K2	Y
OR4K5	Y
OR4L1	Y
OR4M1	Y
OR4M2	Y
OR4N2	Y
OR4N4	Y
OR4N5	Y
OR4P4	Y
OR4Q3	Y
OR4S1	Y
OR4S2	Y
OR4X1	Y
OR4X2	Y
OR51A2	Y
OR51A4	Y
OR51A7	Y
OR51B2	Y
OR51B4	Y
OR51B5	Y
OR51B6	Y
OR51D1	Y
OR51E1	Y
OR51E2	Y
OR51F1	Y
OR51F2	Y
OR51G1	Y
OR51G2	Y
OR51I1	Y
OR51I2	Y
OR51L1	Y
OR51M1	Y
OR51Q1	Y
OR51S1	Y
OR51T1	Y
OR51V1	Y
OR52A1	Y
OR52A4	N
OR52A5	Y
OR52B2	Y
OR52B4	Y
OR52B6	Y
OR52D1	Y
OR52E2	Y
OR52E4	Y
OR52E6	Y
OR52E8	Y
OR52H1	Y
OR52I1	Y
OR52I2	Y
OR52J3	Y
OR52K1	Y
OR52K2	Y
OR52L1	Y
OR52M1	Y
OR52N1	Y
OR52N2	Y
OR52N4	Y
OR52N5	Y
OR52R1	Y
OR52W1	Y
OR56A1	Y
OR56A3	Y
OR56A4	Y
OR56B1	Y
OR56B4	Y
OR5A1	Y
OR5A2	Y
OR5AC2	Y
OR5AK2	Y
OR5AN1	Y
OR5AP2	Y
OR5AR1	Y
OR5AS1	Y
OR5AU1	Y
OR5AY1	N
OR5B12	Y
OR5B17	Y
OR5B2	Y
OR5B21	Y
OR5B3	Y
OR5C1	Y
OR5D13	Y
OR5D14	Y
OR5D16	Y
OR5D18	Y
OR5F1	Y
OR5H1	Y
OR5H14	Y
OR5H15	N
OR5H2	Y
OR5H6	Y
OR5I1	Y
OR5J2	Y
OR5K1	Y
OR5K2	Y
OR5K3	Y
OR5K4	Y
OR5L1	Y
OR5L2	Y
OR5M1	Y
OR5M10	Y
OR5M11	Y
OR5M3	Y
OR5M8	Y
OR5M9	Y
OR5P2	Y
OR5P3	Y
OR5R1	Y
OR5T1	Y
OR5T2	Y
OR5T3	Y
OR5V1	Y
OR5W2	Y
OR6A2	Y
OR6B1	Y
OR6B2	Y
OR6B3	Y
OR6C1	Y
OR6C2	Y
OR6C3	Y
OR6C4	Y
OR6C6	Y
OR6C65	Y
OR6C68	Y
OR6C70	Y
OR6C74	Y
OR6C75	Y
OR6C76	Y
OR6F1	Y
OR6K2	Y
OR6K3	Y
OR6K6	Y
OR6M1	Y
OR6N1	Y
OR6N2	Y
OR6Q1	Y
OR6S1	Y
OR6T1	Y
OR6V1	Y
OR6X1	Y
OR6Y1	Y
OR7A10	Y
OR7A17	Y
OR7A5	Y
OR7C1	Y
OR7C2	Y
OR7D2	Y
OR7D4	Y
OR7E24	Y
OR7G1	Y
OR7G2	Y
OR7G3	Y
OR8A1	Y
OR8B12	Y
OR8B2	Y
OR8B3	Y
OR8B4	Y
OR8B8	Y
OR8D1	Y
OR8D2	Y
OR8D4	Y
OR8G1	Y
OR8G2	N
OR8G5	Y
OR8H1	Y
OR8H2	Y
OR8H3	Y
OR8I2	Y
OR8J1	Y
OR8J3	Y
OR8K1	Y
OR8K3	Y
OR8K5	Y
OR8S1	Y
OR8U1	Y
OR8U8	N
OR8U9	N
OR9A2	Y
OR9A4	Y
OR9G1	Y
OR9G4	Y
OR9G9	Y
OR9I1	Y
OR9K2	Y
OR9Q1	Y
OR9Q2	Y
ORAI1	Y
ORAI2	Y
ORAI3	Y
ORMDL1	Y
ORMDL2	Y
ORMDL3	Y
OS9	Y
OSBP	Y
OSBP2	Y
OSBPL11	Y
OSBPL3	Y
OSBPL5	Y
OSBPL6	Y
OSBPL7	Y
OSBPL8	Y
OSBPL9	Y
OSCAR	Y
OSCP1	Y
OSGEP	Y
OSMR	Y
OSR1	Y
OSTC	Y
OSTM1	Y
OTC	Y
OTOA	Y
OTOF	Y
OTOG	Y
OTOP1	Y
OTOP2	Y
OTOP3	Y
OXA1L	Y
OXER1	Y
OXGR1	Y
OXSR1	N
OXT	N
OXTR	Y
P2RX1	Y
P2RX2	Y
P2RX3	Y
P2RX4	Y
P2RX5	Y
P2RX6	Y
P2RX7	Y
P2RY1	Y
P2RY10	Y
P2RY11	Y
P2RY12	Y
P2RY13	Y
P2RY14	Y
P2RY2	Y
P2RY4	Y
P2RY6	Y
P2RY8	Y
P4HA1	Y
P4HB	Y
P4HTM	Y
PA2G4	Y
PAAF1	Y
PABPC1	Y
PACRG	Y
PACSIN1	Y
PACSIN2	Y
PACSIN3	Y
PAF1	Y
PAFAH1B1	Y
PAFAH1B2	Y
PAFAH1B3	Y
PAFAH2	Y
PAG1	Y
PAICS	Y
PAK1	Y
PAK2	Y
PAK3	Y
PAK4	N
PAK6	N
PALLD	Y
PALM	Y
PALM2	Y
PALM2-AKAP2	Y
PALM3	Y
PALMD	Y
PAM	Y
PANK1	Y
PANX1	Y
PANX2	Y
PANX3	Y
PAPD7	Y
PAPOLG	Y
PAPPA	N
PAQR3	Y
PAQR4	Y
PAQR5	Y
PAQR6	Y
PAQR7	Y
PAQR8	Y
PAQR9	Y
PARD3	Y
PARD3B	Y
PARD6A	Y
PARD6B	Y
PARD6G	Y
PARK2	N
PARK7	Y
PARL	Y
PARM1	Y
PARP1	Y
PARP14	Y
PARP16	Y
PARP4	Y
PARP9	Y
PARVA	N
PARVB	Y
PARVG	Y
PATE1	N
PAWR	N
PAX6	Y
PCBP1	Y
PCBP2	Y
PCDH1	Y
PCDH10	Y
PCDH11X	Y
PCDH11Y	Y
PCDH12	Y
PCDH15	Y
PCDH17	Y
PCDH18	Y
PCDH19	Y
PCDH20	Y
PCDH7	Y
PCDH8	Y
PCDH9	Y
PCDHA1	Y
PCDHA10	Y
PCDHA11	Y
PCDHA12	Y
PCDHA13	Y
PCDHA2	Y
PCDHA3	Y
PCDHA4	Y
PCDHA5	Y
PCDHA6	Y
PCDHA7	Y
PCDHA8	Y
PCDHA9	Y
PCDHAC1	Y
PCDHAC2	Y
PCDHB1	Y
PCDHB10	Y
PCDHB11	Y
PCDHB12	Y
PCDHB13	Y
PCDHB14	Y
PCDHB15	Y
PCDHB16	Y
PCDHB2	Y
PCDHB3	Y
PCDHB4	Y
PCDHB5	Y
PCDHB6	Y
PCDHB7	Y
PCDHB8	Y
PCDHB9	Y
PCDHGA1	Y
PCDHGA10	Y
PCDHGA11	Y
PCDHGA12	Y
PCDHGA2	Y
PCDHGA3	Y
PCDHGA4	Y
PCDHGA5	Y
PCDHGA6	Y
PCDHGA7	Y
PCDHGA8	Y
PCDHGA9	Y
PCDHGB1	Y
PCDHGB2	Y
PCDHGB3	Y
PCDHGB4	Y
PCDHGB5	Y
PCDHGB6	Y
PCDHGB7	Y
PCDHGC3	Y
PCDHGC4	Y
PCDHGC5	Y
PCGF3	Y
PCLO	Y
PCM1	Y
PCMT1	Y
PCMTD1	Y
PCNT	Y
PCSK2	Y
PCSK4	Y
PCSK5	Y
PCSK6	Y
PCSK7	Y
PCSK9	Y
PCYOX1	Y
PCYOX1L	Y
PCYT1A	Y
PCYT1B	Y
PCYT2	Y
PDCD1	Y
PDCD10	Y
PDCD1LG2	Y
PDCD2L	Y
PDCD6	Y
PDCD6IP	Y
PDCL3	N
PDE10A	Y
PDE2A	Y
PDE3A	Y
PDE3B	Y
PDE4A	Y
PDE4B	Y
PDE4D	Y
PDE6A	Y
PDE6B	Y
PDE6C	Y
PDE6D	Y
PDE6G	Y
PDE8A	N
PDE8B	N
PDE9A	Y
PDGFA	Y
PDGFB	Y
PDGFC	Y
PDGFD	Y
PDGFRA	Y
PDGFRB	Y
PDGFRL	N
PDIA3	Y
PDIA4	N
PDIA5	Y
PDIA6	Y
PDK4	Y
PDLIM5	Y
PDPK1	Y
PDPN	Y
PDS5A	Y
PDXP	Y
PDYN	Y
PDZD11	Y
PDZD3	Y
PDZD8	Y
PDZK1	Y
PDZK1IP1	Y
PEAR1	Y
PEBP1	N
PEBP4	Y
PECAM1	Y
PECR	Y
PEF1	Y
PEMT	Y
PENK	Y
PERP	Y
PES1	Y
PEX1	Y
PEX10	Y
PEX11A	Y
PEX11B	Y
PEX11G	Y
PEX12	Y
PEX13	Y
PEX14	Y
PEX16	Y
PEX19	Y
PEX2	Y
PEX26	Y
PEX3	Y
PEX5	Y
PEX5L	Y
PEX6	Y
PFKL	Y
PFKM	Y
PFKP	Y
PFN1	Y
PFN2	Y
PGAM1	Y
PGAM5	Y
PGAP1	Y
PGAP2	Y
PGAP3	Y
PGBD1	Y
PGBD5	Y
PGF	Y
PGK1	Y
PGLYRP2	Y
PGLYRP3	Y
PGLYRP4	Y
PGM5	Y
PGR	Y
PGRMC1	Y
PGRMC2	Y
PGS1	Y
PHACTR2	Y
PHB	Y
PHB2	Y
PHEX	Y
PHF11	Y
PHF20	Y
PHF7	Y
PHF8	Y
PHKA1	Y
PHKA2	Y
PHKB	Y
PHLDA2	Y
PHLDA3	Y
PHLDB2	Y
PHLPP1	Y
PHLPP2	Y
PHRF1	Y
PHTF1	Y
PHTF2	N
PI3	Y
PI4K2A	Y
PI4K2B	Y
PI4KA	Y
PI4KB	Y
PICALM	Y
PICK1	Y
PIGA	Y
PIGB	Y
PIGC	Y
PIGF	Y
PIGG	Y
PIGH	Y
PIGK	Y
PIGL	Y
PIGM	Y
PIGN	Y
PIGO	Y
PIGP	Y
PIGQ	Y
PIGR	Y
PIGS	Y
PIGT	Y
PIGU	Y
PIGV	Y
PIGW	Y
PIGX	Y
PIGY	Y
PIGZ	Y
PIK3AP1	Y
PIK3C2A	Y
PIK3C2B	Y
PIK3C2G	Y
PIK3C3	Y
PIK3CA	Y
PIK3CB	Y
PIK3CD	Y
PIK3CG	Y
PIK3IP1	Y
PIK3R1	Y
PIK3R2	Y
PIK3R3	Y
PIK3R4	Y
PIK3R5	Y
PIK3R6	Y
PIKFYVE	Y
PILRA	Y
PILRB	Y
PIM1	Y
PINK1	Y
PIP	Y
PIP4K2A	Y
PIP4K2B	Y
PIP4K2C	Y
PIP5K1A	Y
PIP5K1B	Y
PIP5K1C	Y
PIP5KL1	Y
PISD	Y
PITPNB	Y
PITPNM1	Y
PITPNM2	Y
PITPNM3	Y
PJA2	Y
PKD1	Y
PKD1L1	Y
PKD1L2	Y
PKD1L3	Y
PKD2	Y
PKD2L1	Y
PKD2L2	Y
PKDREJ	Y
PKHD1	Y
PKHD1L1	Y
PKMYT1	Y
PKN1	Y
PKN2	Y
PKP1	Y
PKP2	Y
PKP3	Y
PKP4	Y
PLA1A	Y
PLA2G15	Y
PLA2G16	Y
PLA2G2A	Y
PLA2G2F	N
PLA2G3	Y
PLA2G4A	Y
PLA2G4C	Y
PLA2G4D	Y
PLA2G4E	Y
PLA2G4F	Y
PLA2G5	Y
PLA2G6	Y
PLA2R1	Y
PLAU	Y
PLAUR	Y
PLB1	Y
PLCB1	Y
PLCB3	Y
PLCD1	Y
PLCD3	Y
PLCD4	Y
PLCE1	Y
PLCG1	Y
PLCG2	Y
PLCH1	Y
PLCH2	Y
PLCL1	Y
PLCL2	N
PLD1	Y
PLD2	Y
PLD3	Y
PLD4	Y
PLD5	Y
PLD6	Y
PLDN	N
PLEC1	N
PLEK	Y
PLEK2	Y
PLEKHA1	Y
PLEKHA3	Y
PLEKHA4	Y
PLEKHA5	Y
PLEKHA8	Y
PLEKHB1	Y
PLEKHB2	Y
PLEKHF1	Y
PLEKHF2	Y
PLEKHG5	Y
PLEKHG6	Y
PLEKHH2	Y
PLEKHM1	Y
PLEKHM2	Y
PLEKHN1	Y
PLEKHO1	Y
PLG	Y
PLIN1	Y
PLIN2	Y
PLIN3	Y
PLIN4	Y
PLK3	N
PLLP	Y
PLN	Y
PLOD1	Y
PLOD2	Y
PLOD3	Y
PLP1	Y
PLP2	Y
PLRG1	Y
PLS3	Y
PLSCR1	Y
PLSCR2	Y
PLSCR3	Y
PLSCR4	Y
PLSCR5	Y
PLVAP	Y
PLXDC1	Y
PLXDC2	Y
PLXNA1	Y
PLXNA2	Y
PLXNA3	Y
PLXNA4	Y
PLXNA4A	N
PLXNB1	Y
PLXNB2	Y
PLXNB3	Y
PLXNC1	Y
PLXND1	Y
PMAIP1	Y
PMEPA1	Y
PML	Y
PMP2	N
PMP22	Y
PMPCA	Y
PMPCB	Y
PMS2	Y
PMVK	Y
PNKD	Y
PNLDC1	Y
PNN	Y
PNOC	Y
PNPLA1	Y
PNPLA2	Y
PNPLA3	Y
PNPLA4	Y
PNPLA5	Y
PNPLA6	Y
PNPLA7	Y
PNPLA8	Y
PNPT1	Y
PODXL	Y
PODXL2	Y
POFUT1	Y
POFUT2	Y
POLD1	Y
POLE	Y
POLR2B	Y
POLR3A	Y
POM121	Y
POM121C	Y
POMGNT1	Y
POMP	Y
POMT1	Y
POMT2	Y
POMZP3	Y
PON1	N
PON2	Y
POPDC2	Y
POPDC3	Y
POR	Y
PORCN	Y
POTEB	N
POTED	Y
POTEE	N
POTEG	N
POTEH	Y
POU2AF1	N
POU4F2	Y
PPAN-P2RY11	Y
PPAP2A	N
PPAP2B	N
PPAP2C	N
PPAPDC3	N
PPFIA1	Y
PPFIA2	N
PPFIA3	N
PPFIBP1	Y
PPFIBP2	N
PPHLN1	N
PPIA	Y
PPIB	Y
PPIF	Y
PPIL2	Y
PPIL3	Y
PPIP5K1	Y
PPL	Y
PPM1A	Y
PPM1B	Y
PPM1G	Y
PPM1L	Y
PPOX	Y
PPP1CA	Y
PPP1CC	Y
PPP1R12A	N
PPP1R13B	Y
PPP1R14C	Y
PPP1R15A	Y
PPP1R16A	Y
PPP1R16B	Y
PPP1R3A	Y
PPP1R3F	Y
PPP1R9B	Y
PPP2CA	Y
PPP2R1A	Y
PPP2R1B	Y
PPP2R2B	Y
PPP2R5A	Y
PPP3CA	Y
PPP3CB	Y
PPP3R1	Y
PPP4C	Y
PPP5C	Y
PPP6C	Y
PPT1	Y
PPT2	Y
PPYR1	N
PQLC1	Y
PQLC2	Y
PQLC3	Y
PRAF2	Y
PRAME	Y
PRC1	Y
PRCP	Y
PRDX2	N
PRDX6	Y
PREB	Y
PREP	Y
PREX1	Y
PREX2	Y
PRF1	Y
PRICKLE1	Y
PRICKLE2	Y
PRIM1	Y
PRIMA1	Y
PRKAA1	Y
PRKACA	Y
PRKACB	Y
PRKAG1	Y
PRKAR1A	Y
PRKAR1B	Y
PRKAR2A	Y
PRKAR2B	Y
PRKCA	Y
PRKCB	Y
PRKCD	Y
PRKCE	Y
PRKCG	Y
PRKCH	Y
PRKCI	Y
PRKCQ	Y
PRKCZ	Y
PRKD1	Y
PRKD2	Y
PRKD3	Y
PRKDC	Y
PRKG1	Y
PRKG2	Y
PRKRA	Y
PRLHR	Y
PRLR	Y
PRMT3	Y
PRMT8	Y
PRND	Y
PRNP	Y
PROCR	Y
PRODH	Y
PRODH2	Y
PROKR1	Y
PROKR2	Y
PROM1	Y
PROM2	Y
PROS1	Y
PRPF19	Y
PRPF38A	Y
PRPF40A	Y
PRPF6	Y
PRPF8	Y
PRPH	Y
PRPH2	Y
PRR11	Y
PRR12	Y
PRR7	Y
PRRG1	Y
PRRG2	Y
PRRG3	Y
PRRG4	Y
PRRT1	Y
PRRT2	Y
PRRT3	Y
PRRT4	Y
PRSS12	Y
PRSS16	Y
PRSS21	Y
PRSS22	Y
PRSS27	Y
PRSS42	Y
PRSS8	Y
PRTG	Y
PRTN3	Y
PRUNE2	Y
PRX	Y
PSAP	Y
PSCA	Y
PSD	Y
PSD2	Y
PSD3	Y
PSD4	Y
PSEN1	Y
PSEN2	Y
PSENEN	Y
PSG1	N
PSG2	N
PSKH1	Y
PSMB2	Y
PSMC1	Y
PSMC2	Y
PSMC3	Y
PSMC4	Y
PSMC5	Y
PSMC6	Y
PSMD1	Y
PSMD11	Y
PSMD12	Y
PSMD13	Y
PSMD2	Y
PSMD3	Y
PSMD7	Y
PSME2	Y
PSME3	Y
PSMF1	Y
PSMG1	N
PSTPIP1	Y
PSTPIP2	Y
PTAFR	Y
PTBP1	Y
PTCD3	Y
PTCH1	Y
PTCH2	Y
PTCHD1	Y
PTCHD2	N
PTCHD3	Y
PTCRA	Y
PTDSS1	Y
PTDSS2	Y
PTEN	Y
PTGDR	Y
PTGDS	Y
PTGER1	Y
PTGER2	Y
PTGER3	Y
PTGER4	Y
PTGES	Y
PTGES2	Y
PTGFR	Y
PTGFRN	Y
PTGIR	Y
PTGIS	Y
PTGS1	Y
PTGS2	Y
PTH1R	Y
PTH2R	Y
PTK2	Y
PTK2B	Y
PTK6	Y
PTK7	Y
PTN	Y
PTOV1	Y
PTP4A1	Y
PTP4A2	Y
PTP4A3	Y
PTPLAD1	N
PTPLAD2	N
PTPMT1	Y
PTPN1	Y
PTPN11	N
PTPN13	Y
PTPN2	Y
PTPN20A	N
PTPN22	Y
PTPN3	Y
PTPN4	Y
PTPN5	Y
PTPN6	Y
PTPN7	Y
PTPRA	Y
PTPRB	Y
PTPRC	Y
PTPRCAP	Y
PTPRD	Y
PTPRE	Y
PTPRF	Y
PTPRG	Y
PTPRH	Y
PTPRJ	Y
PTPRK	Y
PTPRM	Y
PTPRN	Y
PTPRN2	Y
PTPRO	Y
PTPRQ	Y
PTPRR	Y
PTPRS	Y
PTPRT	Y
PTPRU	Y
PTPRZ1	Y
PTRH2	Y
PTTG1IP	Y
PUM2	Y
PVR	Y
PVRIG	Y
PVRL2	N
PVRL3	N
PVRL4	N
PXK	Y
PXMP2	Y
PXMP4	Y
PXN	Y
PYGB	Y
QARS	Y
QPCTL	Y
QRFPR	Y
QSOX1	Y
QSOX2	Y
QTRT1	Y
RAB10	Y
RAB11A	Y
RAB11B	Y
RAB11FIP1	Y
RAB11FIP2	Y
RAB11FIP3	Y
RAB11FIP4	Y
RAB11FIP5	Y
RAB12	Y
RAB13	Y
RAB14	Y
RAB15	Y
RAB17	Y
RAB18	Y
RAB19	Y
RAB1A	Y
RAB1B	Y
RAB20	Y
RAB21	Y
RAB22A	Y
RAB23	Y
RAB24	Y
RAB25	Y
RAB26	Y
RAB27A	Y
RAB27B	Y
RAB28	Y
RAB2A	Y
RAB2B	Y
RAB30	Y
RAB31	Y
RAB32	Y
RAB33A	Y
RAB33B	Y
RAB34	Y
RAB35	Y
RAB36	Y
RAB37	Y
RAB38	Y
RAB39B	Y
RAB3A	Y
RAB3B	Y
RAB3C	Y
RAB3D	Y
RAB3GAP1	Y
RAB3GAP2	Y
RAB40A	Y
RAB40B	Y
RAB40C	Y
RAB41	Y
RAB42	Y
RAB43	Y
RAB44	Y
RAB4A	Y
RAB4B	Y
RAB5A	Y
RAB5B	Y
RAB5C	Y
RAB6A	Y
RAB6B	Y
RAB7A	Y
RAB7B	Y
RAB8A	Y
RAB8B	Y
RAB9A	Y
RAB9B	Y
RABAC1	Y
RABEP1	Y
RABEPK	Y
RABGAP1	Y
RABGAP1L	Y
RABGEF1	Y
RABGGTA	Y
RABGGTB	Y
RABIF	Y
RABL2A	N
RAC1	Y
RAC2	Y
RAC3	Y
RACGAP1	Y
RAD21	Y
RAD50	Y
RAET1E	Y
RAET1G	Y
RAET1L	Y
RAF1	Y
RAG1AP1	N
RALA	Y
RALB	Y
RALBP1	Y
RALGAPA2	Y
RALGAPB	N
RALGDS	N
RALGPS1	Y
RALGPS2	Y
RAMP1	Y
RAMP2	Y
RAMP3	Y
RAN	Y
RANBP2	Y
RANBP6	Y
RANBP9	Y
RANGAP1	Y
RANGRF	Y
RAP1A	Y
RAP1B	Y
RAP1GAP	Y
RAP1GAP2	Y
RAP2A	Y
RAP2B	Y
RAP2C	Y
RAPGEF1	Y
RAPGEF2	Y
RAPGEF3	Y
RAPGEF4	Y
RAPGEF6	Y
RAPGEFL1	Y
